VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,compared_with,gap,recall_valid_votes,recall_eligible_voters,eligible_voters_election
66000090016,臺中市,豐原區,西湳里,臺中市第08選區,江啟臣,中國國民黨,3422,1724,2725,recall_disagree_votes,697,4449,9168,9018
65000100010,新北市,淡水區,新興里,新北市第01選區,洪孟楷,中國國民黨,2731,1505,2038,recall_disagree_votes,693,3543,6593,6420
66000060018,臺中市,西屯區,永安里,臺中市第04選區,廖偉翔,中國國民黨,4487,2742,3809,recall_disagree_votes,678,6551,12407,12253
66000020016,臺中市,東區,東信里,臺中市第06選區,羅廷瑋,中國國民黨,3247,2510,2571,recall_disagree_votes,676,5081,8533,8569
63000010021,臺北市,松山區,自強里,臺北市第03選區,王鴻薇,中國國民黨,4010,1233,3335,recall_disagree_votes,675,4568,7273,7418
66000080013,臺中市,北屯區,廍子里,臺中市第05選區,黃健豪,中國國民黨,6910,4380,6237,recall_disagree_votes,673,10617,21138,17890
65000170009,新北市,林口區,東勢里,新北市第01選區,洪孟楷,中國國民黨,2602,1465,1937,recall_disagree_votes,665,3402,5975,6171
66000130016,臺中市,沙鹿區,埔子里,臺中市第02選區,顏寬恒,中國國民黨,2947,838,2295,recall_disagree_votes,652,3133,6026,5911
68000010074,桃園市,桃園區,寶安里,桃園市第04選區,萬美玲,中國國民黨,3267,1671,2623,recall_disagree_votes,644,4294,7865,7772
66000030019,臺中市,南區,南和里,臺中市第06選區,羅廷瑋,中國國民黨,2910,1671,2270,recall_disagree_votes,640,3941,7231,7155
65000100020,新北市,淡水區,八勢里,新北市第01選區,洪孟楷,中國國民黨,2641,1814,2003,recall_disagree_votes,638,3817,7300,6420
68000010004,桃園市,桃園區,大林里,桃園市第04選區,萬美玲,中國國民黨,2588,1592,1964,recall_disagree_votes,624,3556,6685,6684
66000130021,臺中市,沙鹿區,三鹿里,臺中市第02選區,顏寬恒,中國國民黨,3365,1146,2750,recall_disagree_votes,615,3896,8163,7386
66000080016,臺中市,北屯區,松竹里,臺中市第05選區,黃健豪,中國國民黨,3484,1987,2870,recall_disagree_votes,614,4857,8582,8661
65000060056,新北市,新店區,安和里,新北市第11選區,羅明才,中國國民黨,2738,1099,2124,recall_disagree_votes,614,3223,6844,6838
66000250016,臺中市,龍井區,東海里,臺中市第02選區,顏寬恒,中國國民黨,3280,1498,2674,recall_disagree_votes,606,4172,8557,8369
66000020017,臺中市,東區,東英里,臺中市第06選區,羅廷瑋,中國國民黨,2906,2032,2304,recall_disagree_votes,602,4336,7451,7363
65000060041,新北市,新店區,五峯里,新北市第11選區,羅明才,中國國民黨,2850,1163,2251,recall_disagree_votes,599,3414,6663,6761
68000010072,桃園市,桃園區,同德里,桃園市第04選區,萬美玲,中國國民黨,2605,1340,2009,recall_disagree_votes,596,3349,6020,5901
65000230001,新北市,八里區,龍源里,新北市第01選區,洪孟楷,中國國民黨,2744,1720,2150,recall_disagree_votes,594,3870,7086,6756
68000010061,桃園市,桃園區,自強里,桃園市第04選區,萬美玲,中國國民黨,3218,1738,2625,recall_disagree_votes,593,4363,7401,7332
65000100022,新北市,淡水區,鄧公里,新北市第01選區,洪孟楷,中國國民黨,2310,1310,1718,recall_disagree_votes,592,3028,5337,5314
66000180012,臺中市,大雅區,上雅里,臺中市第03選區,楊瓊瓔,中國國民黨,2344,988,1756,recall_disagree_votes,588,2744,5920,5894
68000010023,桃園市,桃園區,中山里,桃園市第04選區,萬美玲,中國國民黨,2678,1498,2090,recall_disagree_votes,588,3588,6378,6435
66000180009,臺中市,大雅區,上楓里,臺中市第03選區,楊瓊瓔,中國國民黨,2543,995,1957,recall_disagree_votes,586,2952,6246,6185
65000040062,新北市,永和區,保順里,新北市第09選區,林德福,中國國民黨,3688,1959,3102,recall_disagree_votes,586,5061,9087,8962
65000100017,新北市,淡水區,福德里,新北市第01選區,洪孟楷,中國國民黨,2734,1526,2154,recall_disagree_votes,580,3680,6376,6261
65000060058,新北市,新店區,寶福里,新北市第11選區,羅明才,中國國民黨,2808,1028,2236,recall_disagree_votes,572,3264,6265,6247
66000160005,臺中市,神岡區,社口里,臺中市第03選區,楊瓊瓔,中國國民黨,2883,1276,2311,recall_disagree_votes,572,3587,7411,7383
65000100011,新北市,淡水區,水碓里,新北市第01選區,洪孟楷,中國國民黨,1983,1250,1416,recall_disagree_votes,567,2666,4963,4994
68000010059,桃園市,桃園區,龍鳳里,桃園市第04選區,萬美玲,中國國民黨,3084,1591,2522,recall_disagree_votes,562,4113,9760,9545
63000010026,臺北市,松山區,中正里,臺北市第07選區,徐巧芯,中國國民黨,2582,2083,2021,recall_disagree_votes,561,4104,7125,7247
66000180013,臺中市,大雅區,文雅里,臺中市第03選區,楊瓊瓔,中國國民黨,2372,902,1812,recall_disagree_votes,560,2714,5675,5723
66000080009,臺中市,北屯區,軍功里,臺中市第05選區,黃健豪,中國國民黨,4421,3270,3863,recall_disagree_votes,558,7133,12267,12170
66000250011,臺中市,龍井區,龍泉里,臺中市第02選區,顏寬恒,中國國民黨,3172,1376,2617,recall_disagree_votes,555,3993,8526,7778
66000030013,臺中市,南區,樹德里,臺中市第06選區,羅廷瑋,中國國民黨,3720,2128,3169,recall_disagree_votes,551,5297,8738,8275
66000250013,臺中市,龍井區,新庄里,臺中市第02選區,顏寬恒,中國國民黨,2324,1023,1778,recall_disagree_votes,546,2801,6031,6032
65000100019,新北市,淡水區,民生里,新北市第01選區,洪孟楷,中國國民黨,2581,1606,2036,recall_disagree_votes,545,3642,6588,6434
65000060037,新北市,新店區,中興里,新北市第11選區,羅明才,中國國民黨,2328,834,1790,recall_disagree_votes,538,2624,6999,6861
65000160012,新北市,泰山區,義仁里,新北市第01選區,洪孟楷,中國國民黨,2916,2013,2380,recall_disagree_votes,536,4393,8469,7234
10015050001,花蓮縣,吉安鄉,北昌村,花蓮縣第01選區,傅崐萁,中國國民黨,2268,1435,1733,recall_disagree_votes,535,3168,5079,6420
66000170015,臺中市,潭子區,家興里,臺中市第03選區,楊瓊瓔,中國國民黨,2746,1182,2213,recall_disagree_votes,533,3395,6742,6626
68000010068,桃園市,桃園區,寶慶里,桃園市第04選區,萬美玲,中國國民黨,2575,1371,2044,recall_disagree_votes,531,3415,6096,6037
66000240014,臺中市,大肚區,頂街里,臺中市第02選區,顏寬恒,中國國民黨,2948,1230,2418,recall_disagree_votes,530,3648,7276,7149
65000110045,新北市,汐止區,福安里,新北市第12選區,廖先翔,中國國民黨,2170,1336,1640,recall_disagree_votes,530,2976,5463,5420
66000060038,臺中市,西屯區,福林里,臺中市第04選區,廖偉翔,中國國民黨,2987,1801,2460,recall_disagree_votes,527,4261,7830,7634
65000010124,新北市,板橋區,溪福里,新北市第07選區,葉元之,中國國民黨,3954,2857,3428,recall_disagree_votes,526,6285,11586,11622
66000180003,臺中市,大雅區,六寶里,臺中市第03選區,楊瓊瓔,中國國民黨,2461,833,1937,recall_disagree_votes,524,2770,5668,5718
65000060022,新北市,新店區,美潭里,新北市第11選區,羅明才,中國國民黨,1957,789,1434,recall_disagree_votes,523,2223,4540,4587
65000060017,新北市,新店區,德安里,新北市第11選區,羅明才,中國國民黨,2035,908,1513,recall_disagree_votes,522,2421,5048,5158
66000080008,臺中市,北屯區,水景里,臺中市第05選區,黃健豪,中國國民黨,4877,3489,4360,recall_disagree_votes,517,7849,13808,13320
65000060008,新北市,新店區,信義里,新北市第11選區,羅明才,中國國民黨,2393,1163,1878,recall_disagree_votes,515,3041,5854,5830
65000230006,新北市,八里區,舊城里,新北市第01選區,洪孟楷,中國國民黨,2351,1400,1836,recall_disagree_votes,515,3236,6309,6203
65000170005,新北市,林口區,中湖里,新北市第01選區,洪孟楷,中國國民黨,1699,1204,1185,recall_disagree_votes,514,2389,4668,4537
66000090022,臺中市,豐原區,田心里,臺中市第08選區,江啟臣,中國國民黨,2300,1005,1786,recall_disagree_votes,514,2791,6121,6056
66000180010,臺中市,大雅區,二和里,臺中市第03選區,楊瓊瓔,中國國民黨,2478,946,1965,recall_disagree_votes,513,2911,6004,5864
65000100018,新北市,淡水區,竹圍里,新北市第01選區,洪孟楷,中國國民黨,2354,1311,1847,recall_disagree_votes,507,3158,5577,5497
65000010065,新北市,板橋區,深丘里,新北市第07選區,葉元之,中國國民黨,2652,1796,2146,recall_disagree_votes,506,3942,6985,6886
66000080010,臺中市,北屯區,和平里,臺中市第05選區,黃健豪,中國國民黨,4189,2933,3683,recall_disagree_votes,506,6616,11897,11392
66000070024,臺中市,南屯區,三和里,臺中市第04選區,廖偉翔,中國國民黨,3409,2020,2904,recall_disagree_votes,505,4924,8554,8492
65000160003,新北市,泰山區,山腳里,新北市第01選區,洪孟楷,中國國民黨,2146,1351,1644,recall_disagree_votes,502,2995,5578,5649
65000060018,新北市,新店區,雙城里,新北市第11選區,羅明才,中國國民黨,2049,898,1547,recall_disagree_votes,502,2445,5134,5154
65000110014,新北市,汐止區,江北里,新北市第12選區,廖先翔,中國國民黨,1919,1477,1420,recall_disagree_votes,499,2897,5477,5321
63000040016,臺北市,中山區,永安里,臺北市第03選區,王鴻薇,中國國民黨,2833,2165,2335,recall_disagree_votes,498,4500,7499,7432
65000060044,新北市,新店區,中正里,新北市第11選區,羅明才,中國國民黨,2250,873,1754,recall_disagree_votes,496,2627,5049,5123
68000010075,桃園市,桃園區,瑞慶里,桃園市第04選區,萬美玲,中國國民黨,2375,1201,1879,recall_disagree_votes,496,3080,5756,5697
68000070028,桃園市,龜山區,大華里,桃園市第01選區,牛煦庭,中國國民黨,2959,2096,2464,recall_disagree_votes,495,4560,8532,8465
68000010071,桃園市,桃園區,龍壽里,桃園市第04選區,萬美玲,中國國民黨,2658,1425,2165,recall_disagree_votes,493,3590,6491,6365
68000010033,桃園市,桃園區,福林里,桃園市第04選區,萬美玲,中國國民黨,2314,1492,1822,recall_disagree_votes,492,3314,5687,5736
65000060019,新北市,新店區,日興里,新北市第11選區,羅明才,中國國民黨,1832,794,1340,recall_disagree_votes,492,2134,5077,5005
68000010030,桃園市,桃園區,中正里,桃園市第04選區,萬美玲,中國國民黨,2880,1795,2395,recall_disagree_votes,485,4190,7343,7176
66000160006,臺中市,神岡區,社南里,臺中市第03選區,楊瓊瓔,中國國民黨,1900,1003,1416,recall_disagree_votes,484,2419,4972,5039
66000160010,臺中市,神岡區,豐洲里,臺中市第03選區,楊瓊瓔,中國國民黨,2455,1320,1971,recall_disagree_votes,484,3291,6690,6861
66000090020,臺中市,豐原區,三村里,臺中市第08選區,江啟臣,中國國民黨,2392,1222,1909,recall_disagree_votes,483,3131,6031,6010
65000110030,新北市,汐止區,忠孝里,新北市第12選區,廖先翔,中國國民黨,2742,1625,2259,recall_disagree_votes,483,3884,7190,7049
63000010016,臺北市,松山區,民有里,臺北市第03選區,王鴻薇,中國國民黨,2657,2225,2175,recall_disagree_votes,482,4400,7068,7158
66000080020,臺中市,北屯區,后庄里,臺中市第05選區,黃健豪,中國國民黨,4028,2051,3547,recall_disagree_votes,481,5598,9658,9616
66000130014,臺中市,沙鹿區,六路里,臺中市第02選區,顏寬恒,中國國民黨,2173,1004,1692,recall_disagree_votes,481,2696,5600,5451
65000210005,新北市,三芝區,埔坪里,新北市第01選區,洪孟楷,中國國民黨,2370,1106,1892,recall_disagree_votes,478,2998,6072,5918
68000010049,桃園市,桃園區,中寧里,桃園市第04選區,萬美玲,中國國民黨,2480,1344,2003,recall_disagree_votes,477,3347,6229,6069
65000060057,新北市,新店區,吉祥里,新北市第11選區,羅明才,中國國民黨,2037,537,1561,recall_disagree_votes,476,2098,4103,4144
65000060020,新北市,新店區,玫瑰里,新北市第11選區,羅明才,中國國民黨,2261,742,1787,recall_disagree_votes,474,2529,5083,5127
66000090009,臺中市,豐原區,西安里,臺中市第08選區,江啟臣,中國國民黨,1894,880,1422,recall_disagree_votes,472,2302,4406,4600
65000110029,新北市,汐止區,厚德里,新北市第12選區,廖先翔,中國國民黨,2384,1350,1912,recall_disagree_votes,472,3262,6012,5962
66000150006,臺中市,后里區,墩東里,臺中市第03選區,楊瓊瓔,中國國民黨,2002,717,1530,recall_disagree_votes,472,2247,4516,4577
63000040014,臺北市,中山區,大直里,臺北市第03選區,王鴻薇,中國國民黨,2817,1828,2347,recall_disagree_votes,470,4175,6763,6965
68000010036,桃園市,桃園區,龍岡里,桃園市第04選區,萬美玲,中國國民黨,2417,1166,1951,recall_disagree_votes,466,3117,5529,5541
68000010032,桃園市,桃園區,雲林里,桃園市第04選區,萬美玲,中國國民黨,2388,1411,1923,recall_disagree_votes,465,3334,5658,5754
68000010048,桃園市,桃園區,信光里,桃園市第04選區,萬美玲,中國國民黨,2554,1683,2089,recall_disagree_votes,465,3772,6866,6750
66000080018,臺中市,北屯區,仁美里,臺中市第05選區,黃健豪,中國國民黨,3530,2380,3066,recall_disagree_votes,464,5446,9695,9312
63000010003,臺北市,松山區,東榮里,臺北市第03選區,王鴻薇,中國國民黨,2394,1934,1930,recall_disagree_votes,464,3864,6155,6286
66000180014,臺中市,大雅區,大楓里,臺中市第03選區,楊瓊瓔,中國國民黨,1915,793,1452,recall_disagree_votes,463,2245,4796,4828
66000170005,臺中市,潭子區,頭家里,臺中市第03選區,楊瓊瓔,中國國民黨,2153,807,1690,recall_disagree_votes,463,2497,5159,5157
66000030020,臺中市,南區,永和里,臺中市第06選區,羅廷瑋,中國國民黨,1883,1071,1423,recall_disagree_votes,460,2494,4560,4498
65000060067,新北市,新店區,永平里,新北市第11選區,羅明才,中國國民黨,1999,799,1539,recall_disagree_votes,460,2338,4753,4771
68000010041,桃園市,桃園區,豐林里,桃園市第04選區,萬美玲,中國國民黨,2373,1465,1914,recall_disagree_votes,459,3379,5774,5911
68000010055,桃園市,桃園區,中德里,桃園市第04選區,萬美玲,中國國民黨,2482,1438,2023,recall_disagree_votes,459,3461,6233,6234
63000020020,臺北市,信義區,國業里,臺北市第07選區,徐巧芯,中國國民黨,2334,1516,1876,recall_disagree_votes,458,3392,5681,5836
66000170014,臺中市,潭子區,頭家東里,臺中市第03選區,楊瓊瓔,中國國民黨,1747,664,1290,recall_disagree_votes,457,1954,4138,4159
63000010022,臺北市,松山區,吉祥里,臺北市第07選區,徐巧芯,中國國民黨,2595,1792,2138,recall_disagree_votes,457,3930,6422,6606
66000130009,臺中市,沙鹿區,竹林里,臺中市第02選區,顏寬恒,中國國民黨,2769,1210,2313,recall_disagree_votes,456,3523,7557,7513
63000010024,臺北市,松山區,新聚里,臺北市第07選區,徐巧芯,中國國民黨,2437,1787,1983,recall_disagree_votes,454,3770,6248,6416
63000020008,臺北市,信義區,廣居里,臺北市第07選區,徐巧芯,中國國民黨,2494,1513,2040,recall_disagree_votes,454,3553,5747,5952
68000010056,桃園市,桃園區,龍祥里,桃園市第04選區,萬美玲,中國國民黨,2129,911,1675,recall_disagree_votes,454,2586,4787,4821
68000010060,桃園市,桃園區,龍安里,桃園市第04選區,萬美玲,中國國民黨,2303,1161,1850,recall_disagree_votes,453,3011,5435,5357
66000030017,臺中市,南區,福順里,臺中市第06選區,羅廷瑋,中國國民黨,2294,1416,1847,recall_disagree_votes,447,3263,5656,5515
65000160010,新北市,泰山區,貴和里,新北市第01選區,洪孟楷,中國國民黨,1645,1005,1198,recall_disagree_votes,447,2203,4180,4240
10008020008,南投縣,埔里鎮,大城里,南投縣第01選區,馬文君,中國國民黨,2218,917,1772,recall_disagree_votes,446,2689,5380,5407
66000180007,臺中市,大雅區,三和里,臺中市第03選區,楊瓊瓔,中國國民黨,2076,857,1631,recall_disagree_votes,445,2488,5042,5167
65000060015,新北市,新店區,永安里,新北市第11選區,羅明才,中國國民黨,1757,719,1314,recall_disagree_votes,443,2033,4270,4378
66000180008,臺中市,大雅區,西寶里,臺中市第03選區,楊瓊瓔,中國國民黨,1820,772,1378,recall_disagree_votes,442,2150,4587,4638
65000060007,新北市,新店區,寶安里,新北市第11選區,羅明才,中國國民黨,2120,788,1680,recall_disagree_votes,440,2468,4715,4735
66000250015,臺中市,龍井區,新東里,臺中市第02選區,顏寬恒,中國國民黨,1793,832,1355,recall_disagree_votes,438,2187,4661,4658
68000010070,桃園市,桃園區,中聖里,桃園市第04選區,萬美玲,中國國民黨,2369,1093,1932,recall_disagree_votes,437,3025,5265,5298
65000060005,新北市,新店區,江陵里,新北市第11選區,羅明才,中國國民黨,2127,812,1690,recall_disagree_votes,437,2502,4768,4830
66000030022,臺中市,南區,崇倫里,臺中市第06選區,羅廷瑋,中國國民黨,2192,1463,1756,recall_disagree_votes,436,3219,5373,5276
65000170002,新北市,林口區,林口里,新北市第01選區,洪孟楷,中國國民黨,1746,1115,1311,recall_disagree_votes,435,2426,4765,4679
68000010022,桃園市,桃園區,新埔里,桃園市第04選區,萬美玲,中國國民黨,2043,1098,1610,recall_disagree_votes,433,2708,4645,4678
68000010065,桃園市,桃園區,中原里,桃園市第04選區,萬美玲,中國國民黨,1994,971,1561,recall_disagree_votes,433,2532,4359,4379
66000170009,臺中市,潭子區,大豐里,臺中市第03選區,楊瓊瓔,中國國民黨,2331,1131,1899,recall_disagree_votes,432,3030,6166,5923
66000260002,臺中市,霧峰區,吉峰里,臺中市第02選區,顏寬恒,中國國民黨,3186,1597,2754,recall_disagree_votes,432,4351,8853,8850
65000160007,新北市,泰山區,義學里,新北市第01選區,洪孟楷,中國國民黨,1547,1047,1115,recall_disagree_votes,432,2162,4025,3994
65000180006,新北市,深坑區,埔新里,新北市第11選區,羅明才,中國國民黨,2043,1072,1612,recall_disagree_votes,431,2684,5507,5509
65000100032,新北市,淡水區,油車里,新北市第01選區,洪孟楷,中國國民黨,1970,1170,1544,recall_disagree_votes,426,2714,4830,4782
63000040041,臺北市,中山區,金泰里,臺北市第03選區,王鴻薇,中國國民黨,2479,1677,2054,recall_disagree_votes,425,3731,6389,6292
65000010098,新北市,板橋區,崑崙里,新北市第07選區,葉元之,中國國民黨,2651,2166,2226,recall_disagree_votes,425,4392,8109,8166
63000030040,臺北市,大安區,龍淵里,臺北市第06選區,羅智強,中國國民黨,2643,1858,2219,recall_disagree_votes,424,4077,6981,7096
65000060006,新北市,新店區,寶興里,新北市第11選區,羅明才,中國國民黨,2136,885,1714,recall_disagree_votes,422,2599,4941,4849
63000010019,臺北市,松山區,安平里,臺北市第03選區,王鴻薇,中國國民黨,2480,1912,2058,recall_disagree_votes,422,3970,6682,6838
63000010004,臺北市,松山區,三民里,臺北市第03選區,王鴻薇,中國國民黨,2257,1475,1836,recall_disagree_votes,421,3311,5442,5485
66000080017,臺中市,北屯區,仁和里,臺中市第05選區,黃健豪,中國國民黨,3046,2029,2626,recall_disagree_votes,420,4655,9489,9202
68000010024,桃園市,桃園區,慈文里,桃園市第04選區,萬美玲,中國國民黨,2283,1480,1864,recall_disagree_votes,419,3344,6207,6176
68000070031,桃園市,龜山區,文青里,桃園市第01選區,牛煦庭,中國國民黨,3501,2329,3085,recall_disagree_votes,416,5414,9820,8901
66000170016,臺中市,潭子區,家福里,臺中市第03選區,楊瓊瓔,中國國民黨,1883,802,1468,recall_disagree_votes,415,2270,4537,4521
63000040015,臺北市,中山區,成功里,臺北市第03選區,王鴻薇,中國國民黨,1906,1431,1492,recall_disagree_votes,414,2923,5044,5086
66000250007,臺中市,龍井區,龍津里,臺中市第02選區,顏寬恒,中國國民黨,1859,764,1445,recall_disagree_votes,414,2209,4676,4819
68000010069,桃園市,桃園區,北埔里,桃園市第04選區,萬美玲,中國國民黨,1981,1034,1568,recall_disagree_votes,413,2602,4727,4663
65000160006,新北市,泰山區,同榮里,新北市第01選區,洪孟楷,中國國民黨,1517,918,1105,recall_disagree_votes,412,2023,3626,3564
65000060045,新北市,新店區,中華里,新北市第11選區,羅明才,中國國民黨,1777,581,1368,recall_disagree_votes,409,1949,3889,3918
65000110008,新北市,汐止區,復興里,新北市第12選區,廖先翔,中國國民黨,2665,1720,2256,recall_disagree_votes,409,3976,6400,6208
65000060023,新北市,新店區,員潭里,新北市第11選區,羅明才,中國國民黨,1905,714,1496,recall_disagree_votes,409,2210,4597,4605
65000060038,新北市,新店區,新生里,新北市第11選區,羅明才,中國國民黨,2276,845,1868,recall_disagree_votes,408,2713,5061,5053
66000130017,臺中市,沙鹿區,公明里,臺中市第02選區,顏寬恒,中國國民黨,1808,578,1400,recall_disagree_votes,408,1978,4047,4111
10008020010,南投縣,埔里鎮,枇杷里,南投縣第01選區,馬文君,中國國民黨,2613,1003,2206,recall_disagree_votes,407,3209,6677,6744
63000010011,臺北市,松山區,東光里,臺北市第03選區,王鴻薇,中國國民黨,2370,1453,1963,recall_disagree_votes,407,3416,5595,5719
65000060030,新北市,新店區,青潭里,新北市第11選區,羅明才,中國國民黨,1888,824,1484,recall_disagree_votes,404,2308,4838,4774
66000250010,臺中市,龍井區,山腳里,臺中市第02選區,顏寬恒,中國國民黨,2232,947,1829,recall_disagree_votes,403,2776,5650,5616
65000060054,新北市,新店區,中央里,新北市第11選區,羅明才,中國國民黨,2429,913,2027,recall_disagree_votes,402,2940,5282,5211
66000240015,臺中市,大肚區,瑞井里,臺中市第02選區,顏寬恒,中國國民黨,1856,877,1455,recall_disagree_votes,401,2332,4870,4849
63000020028,臺北市,信義區,景新里,臺北市第07選區,徐巧芯,中國國民黨,1758,1031,1359,recall_disagree_votes,399,2390,4024,4137
66000070022,臺中市,南屯區,惠中里,臺中市第04選區,廖偉翔,中國國民黨,2947,2118,2548,recall_disagree_votes,399,4666,8200,7900
66000030009,臺中市,南區,福平里,臺中市第06選區,羅廷瑋,中國國民黨,1979,1418,1582,recall_disagree_votes,397,3000,5215,5118
65000010080,新北市,板橋區,重慶里,新北市第07選區,葉元之,中國國民黨,2468,1832,2071,recall_disagree_votes,397,3903,7146,7268
63000010015,臺北市,松山區,中華里,臺北市第03選區,王鴻薇,中國國民黨,2120,1274,1727,recall_disagree_votes,393,3001,4902,4995
66000130015,臺中市,沙鹿區,南勢里,臺中市第02選區,顏寬恒,中國國民黨,1526,499,1134,recall_disagree_votes,392,1633,3331,3296
63000030010,臺北市,大安區,光武里,臺北市第06選區,羅智強,中國國民黨,2158,1467,1767,recall_disagree_votes,391,3234,5972,6035
63000030021,臺北市,大安區,錦華里,臺北市第06選區,羅智強,中國國民黨,1826,1109,1437,recall_disagree_votes,389,2546,4317,4458
65000100039,新北市,淡水區,民權里,新北市第01選區,洪孟楷,中國國民黨,1807,1226,1418,recall_disagree_votes,389,2644,4423,4282
65000100034,新北市,淡水區,新義里,新北市第01選區,洪孟楷,中國國民黨,1380,865,991,recall_disagree_votes,389,1856,3465,3571
63000030022,臺北市,大安區,龍圖里,臺北市第06選區,羅智強,中國國民黨,2176,1245,1788,recall_disagree_votes,388,3033,5372,5438
66000180006,臺中市,大雅區,橫山里,臺中市第03選區,楊瓊瓔,中國國民黨,1697,708,1309,recall_disagree_votes,388,2017,4045,4160
